"PJahr","Tnr","Enr","Bnr","PArt","AJahr","Bs","Ba","Kh","Kst","Bhd","D03","Hoe","StHoe","Balter","N_ha","VolR","Biomasse","C","G","Stf","StfM","Alkl5","BhdSt5","Bl","BID","Volumen"
2012,24739,4,6,0,0,1,100,0,0,1058,840,302,136,140,5.155239,14.838294,47614.4016043297,4618.05957,0.879149,265.074493,171.055939,28,18,2,230007,76.494951922266
2012,24739,4,11,0,0,2,100,0,0,15,0,17,0,8,2078.758057,0,1287.86960911767,0.309769,0.000177,NA,NA,4,0,2,476839,0
2012,24877,1,2,0,0,1,110,0,0,406,326,225,161,98,39.29855,1.438853,37420.8809218229,476.110199,0.129462,52.247562,53.708664,20,8,2,230414,56.54483656315
2012,24877,1,3,0,0,1,20,0,0,526,394,288,0,163,18.756454,2.636902,23874.4908778431,636.434021,0.217301,66.190399,68.041412,33,10,2,230415,49.458931065508
2012,24877,1,4,0,0,1,20,0,0,564,422,293,0,163,16.013514,3.069935,23641.549055927,738.174927,0.249833,75.949776,78.073708,33,11,2,230416,49.16044710159
2012,24877,1,5,0,0,1,20,0,0,549,411,290,0,163,16.897614,2.884982,23516.6210295177,695.856262,0.23672,72.016113,74.030045,33,10,2,230417,48.749312232948
2012,24877,1,6,0,0,1,20,0,0,481,362,278,0,163,22.438879,2.15115,23431.4159153079,522.116455,0.181711,55.513279,57.065708,33,9,2,230418,48.26939456085
2012,24877,1,7,0,0,1,20,0,0,618,460,299,0,163,15.822572,3.716924,27991.9435144929,884.557312,0.299963,90.988922,93.533424,33,12,2,230419,58.811297608528
2012,24877,1,10,0,0,1,20,0,0,665,492,307,0,163,12.497968,4.363338,25376.8600919118,1015.239441,0.347324,105.197067,108.138901,33,13,2,230420,54.532858697184
2012,24877,1,1,0,0,2,110,0,0,255,202,157,93,98,78.323082,0.381555,21646.8381622923,138.189392,0.051071,NA,NA,20,5,2,230413,29.88456355251
2012,24877,1,11,0,0,2,100,0,0,15,0,17,0,8,1039.379028,0,643.934804249064,0.309769,0.000177,NA,NA,4,0,2,476947,0
2012,24877,4,1,0,0,1,20,0,0,630,471,275,0,163,12.831843,3.575945,22442.7023023622,874.492554,0.311725,94.517578,89.02906,33,12,2,230421,45.885964816635
2012,24877,4,2,0,0,1,20,0,0,635,477,253,0,163,12.630562,3.364663,21402.2359987079,847.240051,0.316693,96.007874,90.432823,33,12,2,230422,42.497584630606
2012,24877,4,3,0,0,1,20,0,0,652,492,233,0,163,11.980498,3.282729,20313.7972064465,847.786011,0.333877,101.163002,95.288597,33,13,2,230423,39.328728219042
2012,24877,4,7,0,0,1,20,0,0,544,412,241,0,163,17.20966,2.396889,21296.8807303325,618.747864,0.232428,70.728447,66.621346,33,10,2,230425,41.24964474774
2012,24877,4,8,0,0,1,100,0,0,1010,815,357,179,163,4.992607,15.871701,50109.1631376052,5018.336426,0.801187,241.685959,227.651581,33,18,2,230426,79.241165514507
2012,24877,4,11,0,0,2,100,0,0,10,0,15,0,8,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,2,476948,0
2012,24877,4,12,0,0,2,100,0,0,15,0,17,0,8,4024.893066,0,2493.57420032351,0.309769,0.000177,NA,NA,4,0,2,476949,0
2012,24877,4,13,0,0,2,100,0,0,25,0,24,0,8,1039.379028,0,1686.00686331061,0.811065,0.000491,NA,NA,4,0,2,476950,0
2012,25173,2,1,0,0,1,110,0,2,464,374,233,0,90,23.655611,1.979078,30718.0439085678,649.276062,0.169093,67.901917,40.967503,18,9,2,231630,46.816299306658
2012,25173,2,2,0,0,1,110,0,0,487,393,235,128,90,21.473965,2.213226,31113.5995858141,724.449341,0.186273,74.687645,45.061558,18,9,2,231631,47.52673766109
2012,25173,2,3,0,0,1,110,0,0,545,440,240,114,90,17.146563,2.867348,31996.064242854,933.016846,0.233283,93.256958,56.265045,18,10,2,231632,49.165163124924
2012,25173,2,5,0,0,1,110,0,1,565,457,228,151,90,25.663349,2.95801,50373.8584510481,981.435791,0.250719,100.144127,60.420307,18,11,2,231633,75.91244297549
2012,25173,2,6,0,0,1,110,0,2,673,545,256,0,90,17.555319,4.800893,53685.9227543213,1529.050049,0.35573,141.623505,85.446205,18,13,2,231634,84.281208099867
2012,25173,2,7,0,0,1,110,0,0,631,511,245,107,90,20.606939,4.013087,53476.0632227625,1297.525635,0.312716,124.632683,75.195068,18,12,2,231635,82.697439010693
2012,25173,2,8,0,0,1,110,0,2,579,468,242,0,90,24.171528,3.292362,51661.6309465338,1068.646362,0.263298,105.112816,63.418079,18,11,2,231636,79.581420269136
2012,25173,2,11,0,0,1,110,0,0,530,428,238,79,90,18.130861,2.682082,31729.6153848729,875.016785,0.220619,88.25444,53.246861,18,10,2,231637,48.628455932602
