"PJahr","Tnr","Enr","Bnr","PArt","AJahr","Bs","Ba","Kh","Kst","Bhd","D03","Hoe","StHoe","Balter","N_ha","VolR","Biomasse","C","G","Stf","StfM","Alkl5","BhdSt5","Bl","BID","Volumen"
2012,11202,2,10,0,0,1,100,0,1,553,448,363,144,116,16.654051,4.379509,49092.6253122017,1473.894409,0.240182,73.384712,57.173298,24,11,10,121421,72.936566240959
2012,11202,2,14,0,0,1,100,0,0,605,459,360,150,116,13.914235,4.789269,45289.9856696668,1627.469482,0.287476,87.572815,68.227112,24,12,10,121424,66.639014344215
2012,11202,2,15,0,0,2,100,0,0,10,0,14,0,7,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,10,449725,0
2012,11202,2,16,0,0,2,100,0,0,15,0,16,0,7,3118.137207,0,1931.80448895037,0.309769,0.000177,NA,NA,4,0,10,449726,0
2012,11202,3,1,0,0,1,20,1,0,348,220,211,0,99,42.054417,0.727765,13955.7803600189,165.925262,0.095115,29.534519,34.313549,20,6,10,121425,30.605732788005
2012,11202,3,2,0,0,1,20,0,0,413,297,268,0,99,29.858641,1.441692,20569.2430888141,344.443726,0.133965,41.189465,47.854401,20,8,10,121426,43.046963860572
2012,11202,3,3,0,0,1,20,2,0,325,274,144,0,99,48.217358,0.792038,17055.8942218837,176.86467,0.082958,25.88736,30.076237,20,6,10,121427,38.189979795604
2012,11202,3,4,0,0,1,20,0,0,513,386,274,0,99,19.352423,2.405665,22847.4016217644,590.298218,0.206693,63.007877,73.203285,20,10,10,121428,46.555446676295
2012,11202,3,5,0,0,1,20,0,0,496,326,276,0,99,20.701736,1.881419,18660.4164589351,450.696899,0.193221,58.96629,68.507721,20,9,10,121429,38.948639443384
2012,11202,3,7,0,0,1,100,0,0,537,348,320,85,99,17.661255,2.695684,34158.6953924726,967.051758,0.226485,69.275505,80.485085,20,10,10,121430,47.60916252342
2012,11202,3,10,0,0,1,20,0,0,465,351,266,0,99,23.553974,1.935152,22398.464980718,475.471039,0.169823,51.946934,60.352554,20,9,10,121431,45.580519894048
2012,11202,3,11,0,0,2,100,0,0,25,0,23,0,7,4024.893066,0,6528.89576425751,0.811065,0.000491,NA,NA,4,0,10,449728,0
2012,11202,4,3,0,0,1,100,0,0,278,222,328,186,73,65.899261,0.920308,41857.3611903393,317.585968,0.060699,19.539656,11.44687,15,5,10,121432,60.647617092388
2012,11202,4,4,0,0,1,100,2,0,114,98,147,80,73,391.886597,0.077918,21801.2631260879,27.815781,0.010207,4.392118,2.573024,15,2,10,121433,30.535019865046
2012,11202,4,5,0,0,1,100,0,0,127,100,246,115,73,315.764038,0.124244,31777.8685188169,50.319012,0.012668,5.130315,3.005481,15,2,10,121434,39.231787137272
2012,11202,4,7,0,0,1,100,0,1,352,238,348,144,73,41.104069,1.260995,38535.3531969603,468.75351,0.097314,30.52426,17.881954,15,7,10,121435,51.832025488655
2012,11202,4,10,0,0,1,100,0,0,130,102,249,94,73,301.35849,0.132263,32030.0628016497,53.142792,0.013273,5.311978,3.111903,15,2,10,121436,39.85857796287
2012,11202,4,13,0,0,1,100,0,0,592,455,370,94,73,14.532043,4.778823,46985.5825639996,1616.619995,0.275254,83.906334,49.154648,15,11,10,121437,69.446061325389
2012,11202,4,14,0,0,1,100,0,1,366,294,348,157,73,38.019638,1.743543,45144.5701340451,593.700684,0.105209,32.892712,19.269459,15,7,10,121438,66.288873697434
2012,11202,4,15,0,0,1,100,0,0,397,320,353,120,73,32.313877,2.105798,46161.4265006931,714.266296,0.123786,38.465836,22.534348,15,7,10,121439,68.046497558846
2012,11202,4,16,0,0,1,100,0,0,400,322,353,152,73,31.830988,2.135149,46131.6266508681,724.633911,0.125664,39.029202,22.864384,15,8,10,121440,67.963902197212
2012,11202,4,17,0,0,1,100,0,0,340,273,343,290,73,44.056732,1.473451,44319.251923777,502.97934,0.090792,28.567673,16.735731,15,6,10,121441,64.915435822132
2012,11202,4,18,0,0,1,100,0,1,472,382,363,211,73,22.860521,3.12903,48223.6216395453,1054.73584,0.174975,53.822365,31.530628,15,9,10,121442,71.53125602463
2012,11202,4,19,0,0,1,10,0,0,558,414,318,0,73,16.356924,3.116464,24477.1084716158,748.218567,0.244545,50.536331,29.605577,15,11,10,121443,50.975764796736
2012,11202,4,20,0,0,1,100,0,1,243,193,317,155,73,86.249695,0.667195,40154.626302178,232.781265,0.046377,15.243125,8.929843,15,4,10,121444,57.545365255525
2012,11202,4,21,0,0,2,100,0,0,10,0,14,0,7,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,10,449731,0
2012,11203,1,2,0,0,1,110,0,0,606,436,320,110,121,13.868352,4.01007,33922.4189941221,1223.015503,0.288427,115.038719,132.002518,25,12,10,121445,55.61306230464
2012,11203,1,6,0,0,1,110,0,1,665,412,402,175,121,11.516666,4.914689,33680.0876471566,1462.232544,0.347324,138.302795,158.697159,25,13,10,121446,56.600831706874
2012,11203,1,7,0,0,1,100,0,1,694,523,370,140,121,10.574288,6.537205,46374.4797292517,2192.794434,0.378277,114.813072,131.743607,25,13,10,121447,69.12628838504
2012,11203,1,9,0,0,1,110,0,0,486,391,349,213,121,21.562424,3.184543,38657.0411033935,896.398315,0.185508,74.385796,85.354851,25,9,10,121448,68.666466412232
2012,11203,1,13,0,0,2,100,0,0,10,0,14,0,7,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,10,449733,0
2012,11203,1,14,0,0,2,100,0,0,15,0,16,0,7,3118.137207,0,1931.80448895037,0.309769,0.000177,NA,NA,4,0,10,449734,0
2012,11203,2,3,0,0,1,20,0,0,543,439,305,0,120,17.273108,3.327963,27136.2297864494,785.505127,0.231574,70.472313,61.536587,24,10,10,121451,57.484264319004
2012,11203,2,7,0,0,1,20,0,0,537,398,340,0,120,17.661255,3.177207,25606.0494055407,724.92157,0.226485,68.945503,60.203365,24,10,10,121452,56.113463014785
2012,11203,2,9,0,0,1,20,0,0,320,243,283,0,120,49.73592,0.992067,22009.6487634286,221.265121,0.080425,25.127487,21.94138,24,6,10,121453,49.34136494664
2012,11203,2,10,0,0,1,20,0,0,476,345,375,0,120,22.477924,2.661158,26175.2873061288,582.244324,0.177953,54.385838,47.489834,24,9,10,121454,59.817307275992
2012,11203,2,13,0,0,1,100,0,2,433,160,336,66,105,27.164038,0.980681,23086.5855903097,424.947601,0.147254,45.506157,39.73608,21,8,10,121455,26.639255949878
2012,11203,2,14,0,0,1,100,2,0,240,205,172,101,70,88.419418,0.482092,25843.9883421319,146.144302,0.045239,14.901711,13.012208,14,4,10,121456,42.626294062456
2012,11203,2,15,0,0,1,100,2,0,105,91,122,47,20,461.94632,0.054001,18863.8260423738,20.417768,0.008659,3.92771,3.429685,4,2,10,121457,24.94556322632
2012,11203,2,17,0,0,1,100,0,0,211,112,120,33,20,114.394516,0.139077,14518.9011795549,63.459778,0.034967,11.820036,10.321282,4,4,10,121459,15.909646101732
2012,11203,2,18,0,0,2,10,0,0,15,0,14,0,5,1039.379028,0,767.916092225016,0.369411,0.000177,NA,NA,4,0,10,449736,0
2012,11203,2,19,0,0,2,100,0,0,10,0,14,0,7,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,10,449737,0
2012,11203,2,20,0,0,2,100,0,0,15,0,16,0,7,3118.137207,0,1931.80448895037,0.309769,0.000177,NA,NA,4,0,10,449738,0
2012,11203,2,21,0,0,2,100,0,0,25,0,23,0,7,4024.893066,0,6528.89576425751,0.811065,0.000491,NA,NA,4,0,10,449739,0
2012,11203,3,5,0,0,1,20,0,0,490,357,352,0,120,21.211821,2.67418,25414.7185706947,599.069702,0.188575,57.572361,31.730913,24,9,10,121460,56.72422748178
2012,11203,3,6,0,0,1,100,0,0,295,231,256,140,85,58.522934,0.796796,33864.6293983467,289.32785,0.068349,21.834827,12.03423,17,5,10,121461,46.630839719464
2012,11203,3,7,0,0,1,100,0,0,279,219,253,76,85,65.427696,0.703542,33484.9116308122,255.892487,0.061136,19.670898,10.841584,17,5,10,121462,46.031132099232
2012,11203,3,8,0,0,1,20,0,0,537,396,362,0,120,17.661255,3.348455,26436.5078249431,748.432312,0.226485,68.945503,37.999203,24,10,10,121463,59.137917611025
2012,11203,3,9,0,0,1,20,0,0,467,347,346,0,120,23.352659,2.464251,25801.8090223192,552.438354,0.171287,52.386131,28.87253,24,9,10,121464,57.546813293409
2012,11203,3,10,0,0,1,20,0,0,538,397,362,0,120,17.595661,3.364065,26462.7658285049,751.968506,0.227329,69.198784,38.138798,24,10,10,121465,59.192947321965
2012,11203,3,12,0,0,1,20,0,0,548,404,364,0,120,16.959343,3.501489,26519.0132925219,781.84082,0.235859,71.757622,39.549099,24,10,10,121466,59.382952961727
2012,11203,3,13,0,0,1,100,0,0,620,491,291,142,120,13.24911,4.3918,40378.3997363174,1523.815552,0.301908,91.902321,50.651817,24,12,10,121467,58.187441298
2012,11203,3,14,0,0,1,100,0,0,526,415,277,77,120,18.40766,2.932829,38020.522882414,1032.73645,0.217301,66.520401,36.662613,24,10,10,121468,53.98651907014
2012,11203,3,15,0,0,1,10,0,0,396,309,273,0,85,32.477287,1.482736,22703.5919964105,349.530304,0.123163,26.86684,14.807616,17,7,10,121469,48.155242617232
2012,11203,3,16,0,0,1,100,0,1,402,317,273,82,85,31.515049,1.635972,36714.8858866877,582.497681,0.126924,39.407139,21.719181,17,8,10,121470,51.557737742628
2012,11203,3,17,0,0,1,100,0,2,474,374,281,0,85,22.668013,2.382825,38116.6374056862,840.75824,0.176461,54.268162,29.909811,17,9,10,121471,54.013908076725
2012,11203,3,18,0,0,1,100,0,1,367,258,282,100,85,37.812725,1.19211,33630.356968955,444.696289,0.105785,33.065426,18.223955,17,7,10,121472,45.07692759975
2012,11203,3,19,0,0,1,20,0,0,533,393,361,0,120,17.927334,3.290267,26383.2232656978,735.837891,0.223123,67.937042,37.443394,24,10,10,121473,58.985715458178
2012,11203,3,20,0,0,1,100,0,0,498,394,283,153,85,20.535791,2.674001,38620.7787250428,940.328491,0.194782,59.764702,32.93922,17,9,10,121474,54.912725669791
2012,11203,3,21,0,0,2,100,0,0,10,0,14,0,7,3183.0979,0,1028.5066779585,0.161558,7.9e-05,NA,NA,4,0,10,449740,0
2012,11203,4,2,0,0,1,100,0,0,472,374,289,123,95,22.860521,2.439614,39162.7458509073,856.558472,0.174975,53.822365,52.829926,19,9,10,121475,55.770847078894
2012,11203,4,3,0,0,1,100,0,0,500,396,292,105,95,20.371832,2.78184,39672.4667275222,973.708862,0.19635,60.235001,59.124313,19,10,10,121476,56.67117713088
2012,11203,4,4,0,0,1,20,0,0,410,318,297,0,125,30.297192,1.752235,24647.2834710113,406.758545,0.132026,40.607719,39.858944,25,8,10,121477,53.08780022412
2012,11203,4,5,0,0,1,100,0,0,532,406,272,70,95,24.309732,2.82299,48695.1292320269,1001.556274,0.222287,68.016121,66.761955,19,10,10,121478,68.62613033868
2012,11203,4,6,0,0,1,100,0,0,675,252,317,100,125,11.177959,2.476753,18844.2104505345,842.918213,0.357848,108.684364,106.680305,25,13,10,121479,27.685043487127
2012,11206,2,2,0,0,1,100,0,1,211,163,157,55,29,114.394516,0.244539,22157.3394281061,96.846161,0.034967,11.820036,6.697698,6,4,10,121486,27.973920548124
2012,11206,2,4,0,0,1,100,0,1,173,132,136,50,29,170.168015,0.13838,19443.1380578451,57.129238,0.023506,8.38187,4.749497,6,3,10,121488,23.5478499157
2012,11206,2,12,0,0,2,100,0,0,10,0,14,0,7,3183.0979,0,1028.5066779585,0.161558,7.9e-05,NA,NA,4,0,10,449743,0
2012,11206,4,5,0,0,2,100,0,0,25,0,23,0,7,1039.379028,0,1686.00686331061,0.811065,0.000491,NA,NA,4,0,10,449749,0
2012,11208,1,3,0,0,1,100,0,1,231,179,207,96,69,95.443443,0.384511,27884.2935016249,146.077576,0.04191,13.902918,20.420246,14,4,10,121498,36.699053711373
2012,11208,1,4,0,0,1,100,0,0,363,236,239,98,69,38.650654,0.908975,27498.9306499656,355.736938,0.103491,32.377411,47.555103,14,7,10,121499,35.13247821965
2012,11208,1,5,0,0,1,100,0,1,235,182,208,93,69,92.22197,0.400167,28008.4128384686,151.853256,0.043374,14.342113,21.065325,14,4,10,121500,36.90418906899
2012,11208,1,7,0,0,1,100,0,1,380,278,222,90,69,41.459866,1.083663,33824.0235379983,407.912842,0.113412,35.353527,51.926346,14,7,10,121501,44.928522769158
2012,11208,1,9,0,0,1,100,0,0,293,228,219,134,69,66.873322,0.671387,33464.4119574169,250.207489,0.067426,21.557741,31.663456,14,5,10,121502,44.897879037614
2012,11208,1,10,0,0,2,100,0,0,10,0,14,0,7,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,10,449753,0
2012,11208,1,11,0,0,2,100,0,0,15,0,16,0,7,4024.893066,0,2493.57420032351,0.309769,0.000177,NA,NA,4,0,10,449754,0
2012,11208,1,12,0,0,2,100,0,0,25,0,23,0,7,4024.893066,0,6528.89576425751,0.811065,0.000491,NA,NA,4,0,10,449755,0
2012,11208,4,10,0,0,1,100,0,0,441,305,242,103,104,26.187433,1.4971,29275.430666485,558.959534,0.152745,47.153622,46.430378,21,8,10,121523,39.2052059443
2012,11472,2,4,0,0,1,20,0,0,447,339,250,0,129,25.489134,1.694948,21612.0397640616,423.946136,0.15693,48.078999,45.963013,26,8,10,123566,43.202756695032
2012,11472,2,6,0,0,1,20,0,0,518,354,262,0,129,18.980629,2.053132,19234.6235066365,506.690887,0.210742,64.222504,61.396027,26,10,10,123567,38.969736780028
2012,11472,3,1,0,0,1,20,0,0,533,377,292,0,129,17.927334,2.527254,21710.988445446,605.527527,0.223123,67.937042,111.410652,26,10,10,123571,45.306926560836
2012,11472,3,5,0,0,1,20,0,0,620,464,267,0,129,13.24911,3.370819,22128.8860673007,835.108398,0.301908,91.572327,150.170395,26,12,10,123572,44.66035172109
2012,11472,3,6,0,0,1,20,0,0,472,357,261,0,129,22.860521,1.961144,22229.1581708801,486.190979,0.174975,53.492367,87.722687,26,9,10,123573,44.832773596024
2012,11472,3,8,0,0,1,20,0,0,482,364,263,0,129,21.921791,2.054626,22318.8090376267,509.055328,0.182467,55.740181,91.408897,26,9,10,123574,45.041081755166
2012,11472,3,11,0,0,1,20,0,0,482,364,263,0,129,21.921791,2.054626,22318.8090376267,509.055328,0.182467,55.740181,91.408897,26,9,10,123575,45.041081755166
2012,11473,1,1,0,0,1,100,0,1,313,265,263,116,85,51.985405,1.033698,37243.7954185514,358.213959,0.076945,24.413454,19.557993,17,6,10,123581,53.73720917769
2012,11473,1,11,0,0,2,100,0,0,96,52,112,36,50,552.621338,0.019059,16687.9160359975,15.09887,0.007238,NA,NA,10,1,10,123586,10.532410080942
2012,11473,1,15,0,0,2,100,0,0,15,0,16,0,7,2078.758057,0,1287.86960911767,0.309769,0.000177,NA,NA,4,0,10,450336,0
2012,11473,2,3,0,0,1,100,0,1,535,204,298,126,155,17.793545,1.456252,19860.2874047135,558.075623,0.224801,68.770348,93.41259,31,10,10,123590,25.91188549334
2012,11473,2,4,0,0,1,100,0,1,539,424,359,140,155,17.530432,3.932268,46811.9114570497,1335.161377,0.228175,69.782555,94.787506,31,10,10,123591,68.934356779776
2012,11473,2,5,0,0,1,100,0,0,609,489,334,79,155,13.732054,4.905081,45862.9683639654,1669.923828,0.29129,88.716988,120.506653,31,12,10,123592,67.356837166374
2012,11473,2,6,0,0,1,100,0,0,299,237,294,142,105,56.967575,0.952494,38292.8083628151,336.093018,0.070216,22.394663,30.419268,21,5,10,123593,54.26127338205
2012,11473,2,9,0,0,1,100,0,0,879,708,347,199,155,6.591623,11.328941,49521.2639702969,3756.378662,0.606832,183.3797,249.089523,31,17,10,123595,74.676108061243
2012,11473,2,10,0,0,1,100,0,2,745,600,342,0,155,9.176087,7.781063,48020.300277737,2616.600098,0.435917,132.104996,179.441742,31,14,10,123596,71.399711040481
2012,11473,2,7,0,0,2,100,0,0,177,138,162,47,50,162.56369,0.174975,22676.6772548659,69.747055,0.024606,NA,NA,10,3,10,123594,28.44458165775
2012,11473,2,11,0,0,2,100,0,0,10,0,14,0,7,4024.893066,0,1300.50332302059,0.161558,7.9e-05,NA,NA,4,0,10,450339,0
2012,11473,2,12,0,0,2,100,0,0,15,0,16,0,7,3118.137207,0,1931.80448895037,0.309769,0.000177,NA,NA,4,0,10,450340,0
2012,11473,2,13,0,0,2,100,0,0,25,0,23,0,7,1039.379028,0,1686.00686331061,0.811065,0.000491,NA,NA,4,0,10,450341,0
2012,11473,2,14,0,0,2,110,0,0,10,0,13,0,6,3802.076416,0,950.021031989504,0.124934,7.9e-05,NA,NA,4,0,10,450342,0
2012,11473,3,2,0,0,1,110,0,0,567,422,354,136,137,15.841783,3.996227,36677.142753212,1157.607788,0.252497,100.846489,126.088783,28,11,10,123597,63.307360952741
2012,11473,3,3,0,0,1,110,0,0,560,435,285,100,137,16.240301,3.382704,33948.8901468969,1045.205078,0.246301,98.399071,123.02877,28,11,10,123598,54.936131153904
2012,11473,3,6,0,0,1,110,0,0,401,324,300,137,137,31.672428,1.858427,34765.017113548,548.821472,0.126293,50.995777,63.760231,28,8,10,123599,58.860895350756
2012,11473,3,7,0,0,1,110,0,0,606,488,323,70,137,13.868352,4.721097,38275.4427821764,1379.956421,0.288427,115.038719,143.833405,28,12,10,123600,65.473835022144
2012,11473,3,10,0,0,1,110,0,0,690,555,329,132,137,10.697245,6.320158,39494.2259298722,1845.999878,0.373929,148.81192,186.060165,28,13,10,123601,67.60827856471
2012,11473,3,11,0,0,2,110,0,0,10,0,13,0,6,3802.076416,0,950.021031989504,0.124934,7.9e-05,NA,NA,4,0,10,450343,0
2012,11473,4,2,0,0,1,110,0,0,474,365,308,171,137,22.668013,2.526703,34110.6444369519,752.395996,0.176461,70.811905,69.503441,28,9,10,123602,57.275336451139
2012,11473,4,3,0,0,1,110,0,0,503,361,280,158,137,20.129551,2.386354,30068.5364728213,746.875488,0.198713,79.601746,78.130867,28,10,10,123603,48.036234547054
2012,11473,4,4,0,0,1,20,0,0,631,461,361,0,129,12.791203,4.519257,25768.987057064,1007.293335,0.312716,94.81469,93.062698,26,12,10,123604,57.806733696171
2012,11473,4,5,0,0,1,110,0,0,334,269,273,75,137,45.653831,1.155864,31922.0424933682,349.60968,0.087616,35.718349,35.058346,28,6,10,123605,52.769619714984
2012,11473,4,6,0,0,1,20,0,0,733,489,378,0,129,9.478992,5.534569,22202.3981192366,1171.137085,0.421987,127.596016,125.238304,26,14,10,123606,52.462135274448
2012,11473,4,7,0,0,1,110,0,0,440,355,288,85,137,26.306602,2.165957,34364.7778990735,653.158813,0.152053,61.171108,60.040787,28,8,10,123607,56.978968748114
2012,11473,4,9,0,0,2,100,0,0,15,0,16,0,7,2078.758057,0,1287.86960911767,0.309769,0.000177,NA,NA,4,0,10,450347,0
2012,11475,1,5,0,0,1,100,0,1,153,101,145,36,24,217.564117,0.09299,19119.3266106641,43.939522,0.018385,6.845627,19.991016,5,3,10,123627,20.23128723983
2012,11475,1,6,0,0,1,100,0,1,96,85,116,54,24,552.621338,0.035686,16687.9160359975,15.09887,0.007238,3.501474,10.225216,5,1,10,123628,19.720845067868
2012,11475,4,13,0,0,2,100,0,0,25,0,23,0,7,1039.379028,0,1686.00686331061,0.811065,0.000491,NA,NA,4,0,10,450356,0
2012,11477,2,1,0,0,1,100,0,0,897,716,316,203,205,6.329731,10.743029,45320.8399630148,3579.997314,0.63194,190.911987,263.232544,37,17,10,123659,68.000483695199
2012,11477,2,3,0,0,1,100,0,0,822,707,345,97,205,7.537485,10.685706,53937.9776721773,3577.982422,0.530682,160.534668,221.347794,37,16,10,123660,80.54334868941
2012,11477,2,4,0,0,1,100,0,0,654,507,254,78,205,11.907337,4.225199,35362.6745513656,1484.911133,0.335928,102.108437,140.788773,37,13,10,123661,50.310868385063
2012,11477,2,5,0,0,1,100,0,2,1141,910,323,0,205,3.911999,18.810377,43464.8302946275,5555.322266,1.022497,308.079193,424.784576,37,18,10,123662,73.586176013623
2012,11477,2,8,0,0,1,100,0,0,1180,941,323,85,205,3.657683,20.311811,42807.6965640563,5851.750488,1.093591,329.407227,454.191986,37,18,10,123663,74.294165793913
2012,11477,2,10,0,0,1,100,0,0,907,724,316,107,205,6.190925,11.011508,45314.0311714763,3659.714111,0.646109,195.162552,269.093292,37,18,10,123664,68.1714201649
2012,11477,2,12,0,0,2,100,0,0,240,165,214,70,50,88.419418,0.368279,26472.7947930215,149.700119,0.045239,NA,NA,10,4,10,123666,32.563014841622
2012,11477,2,13,0,0,2,100,0,0,128,100,171,72,50,310.849457,0.088522,23609.2145811036,37.975319,0.012868,NA,NA,10,2,10,123667,27.517015632554
2012,11477,2,16,0,0,2,100,0,0,25,0,23,0,7,2078.758057,0,3372.01372824335,0.811065,0.000491,NA,NA,4,0,10,450362,0
2012,11478,1,5,0,0,1,10,0,0,517,352,322,0,84,19.054125,2.40125,21602.9049656434,566.882629,0.209929,43.78611,47.52766,17,10,10,123673,45.75371765625
2012,11478,1,6,0,0,1,10,0,0,267,183,237,0,84,71.441017,0.4971,15835.0339411365,110.825928,0.05599,13.768124,14.944617,17,5,10,123674,35.5133295507
2012,11478,1,7,0,0,1,10,0,0,581,437,334,0,84,15.087522,3.610715,25810.6246552469,855.363281,0.26512,54.54847,59.209667,17,11,10,123675,54.47674199823
2012,11478,1,8,0,0,1,10,0,0,443,343,311,0,84,25.951511,2.077718,24850.632514134,478.789703,0.154134,32.906116,35.717964,17,8,10,123676,53.919921531898
2012,11478,2,3,0,0,1,10,0,0,568,397,385,0,124,15.786048,3.560247,25392.1395469475,804.258911,0.253389,52.260834,31.130173,25,11,10,123679,56.202230033856
2012,11478,2,5,0,0,1,10,0,0,303,246,302,0,124,55.473408,1.031457,24294.6355610027,218.97551,0.072107,16.910824,10.073257,25,6,10,123680,57.218434995456
2012,11478,2,7,0,0,1,10,0,0,479,372,362,0,124,22.197245,2.832654,27777.5489313588,625.69812,0.180203,37.989574,22.629221,25,9,10,123681,62.87711483823
2012,11478,2,13,0,0,1,10,0,0,726,481,398,0,124,9.662663,5.437866,24368.6250964932,1260.968384,0.413965,83.573273,49.782032,25,14,10,123686,52.544266597158
2012,11478,2,14,0,0,1,10,0,0,518,399,370,0,124,18.980629,3.327268,28122.0076213767,740.808105,0.210742,43.944622,26.17646,25,10,10,123687,63.153639491572
2012,11478,2,16,0,0,1,10,0,0,623,471,389,0,124,13.121818,4.85315,28684.9316584057,1093.024292,0.304837,62.293125,37.106102,25,12,10,123689,63.6821510267
2012,11478,2,18,0,0,2,100,0,0,10,0,14,0,7,3183.0979,0,1028.5066779585,0.161558,7.9e-05,NA,NA,4,0,10,450366,0
2012,11748,1,7,0,0,2,100,0,0,10,0,14,0,7,3183.0979,0,1028.5066779585,0.161558,7.9e-05,NA,NA,4,0,10,451031,0
